year,round,pick,club,player_name,recruited_from
1991,1,42,West Coast,Peter Freeman,St Kilda
1991,1,43,Sydney,David Strooper,Fitzroy
1991,1,44,Carlton,Brett Sholl,Nth Melbourne
1991,1,45,Footscray,Gary Barrow,Essendon
1991,1,46,Collingwood,Bruno Italiano,South Fremantle
1991,1,47,Essendon,Glenn Manton,Essendon
1991,1,48,Essendon,Kevin Mitchell,Claremont
1991,1,49,Richmond,Todd Hawes,Swan Districts
1991,1,50,Nth Melbourne,Bruce Hando,St Arnaud (VCFL)
1991,1,51,Richmond,Shaun Brooker,Sydney
1991,1,52,Hawthorn,Mathew Henderson,Morwell (VCFL)
1991,1,53,St Kilda,Alistair Gray,Carey Grammar (APS)
1991,1,54,Carlton,Leigh Snooks,Derinallum (VCFL))
1991,1,55,Richmond,Glenn Hoffman,Essendon
1991,1,56,Sydney,Andrew Dunkley,North Launceston
1991,1,57,Carlton,Anthony McDonald,Carlton
1991,1,58,Footscray,Justin Pickering,Richmond
1991,1,59,Collingwood,Greg Turner,South Fremantle
1991,1,60,Essendon,James Billington,Subiaco
1991,1,61,St Kilda,Michael Addison,Carey Gr. (APS)
1991,1,62,Geelong,Peter Maclean,Seymour (VCFL)
1991,1,63,Essendon,Brendan Bower,Richmond
1991,1,64,Fitzroy,Chris Barrett,Geelong
1991,1,65,Brisbane,Heath Shephard,Burnie Hawks (T)
1991,1,66,Richmond,Nick Roney,North Launceston
1991,1,67,Footscray,Shane Ellen,Footscray (VCFL)
1991,1,68,Sydney,Mathew Bell,Sydney
1991,1,69,North Melbourne,Brad Sholl,North Melbourne
1991,1,70,Collingwood,Jon Lister,Sandy Bay (T)
1991,1,71,Brisbane,Luke Chambers,Brisbane
1991,1,72,St Kilda,Michael Shields,St Kilda
1991,1,73,Geelong,Cameron Burke,Warragul (VCFL)
1991,1,74,West Coast,Brendan Krummel,East Fremantle
1991,1,75,Hawthorn,Travis Edmonds,Swan Districts
1991,1,76,Brisbane,Matt Rendell,Fitzroy
1991,1,77,Richmond,Jay Burton,Subiaco
1991,1,78,Carlton,Mathew Dickson,Sandhurst (VCFL)
1991,1,79,Carlton,Bevan Smillie,Essendon
1991,1,80,Footscray,Damian Ryan,Coburg (VFA)
1991,1,81,Collingwood,Brendan Barrows,Claremont
1991,1,82,St Kilda,Scott Morrison,Nth Melbourne
1991,1,83,Geelong,Peter Jacks,Ballarat YCW (VCFL)
1991,1,84,Hawthorn,Alistair Burke,Hawthorn
1991,1,85,Richmond,John Kennedy,Hawthorn
1991,1,86,Footscray,Jamie Madigan,Footscray
1991,1,87,St Kilda,Sam Jones,Sandy Bay
1991,1,88,Hawthorn,Aiden Bussell,Whorouly (VCFL)
1991,1,89,Richmond,Paul Dimattina,Richmond
1993,1,1,Sydney,Darren Gaspar,South Fremantle
1993,1,2,Brisbane Bears,Nigel Lappin,Chiltern
1993,1,3,Richmond,Justin Murphy,Centrals Dragons
1993,1,4,Sydney,Glenn Gorman,Geelong Falcons
1993,1,5,Sydney,Adam Heuskes,Norwood
1993,1,6,Fitzroy,Trent Cummings,Central District (SANFL)
1993,1,7,Fitzroy,Chris Johnson,Northern Knights
1993,1,8,St Kilda,Michael Frost,Footscray
1993,1,9,Fitzroy,Rowan Warfe,Bendigo U18
1993,1,10,Melbourne,Trent Ormond-Allen,Port Adelaide Magpies
1993,1,11,Footscray,Brad Johnson,Western U18s
1993,1,12,Brisbane Bears,Chris Scott,Eastern Ranges
1993,1,13,Geelong,David Ugrinic,Woodville West-Torrens Eagles
1993,1,14,North Melbourne,Adam Simpson,Northern Knights
1993,1,15,Hawthorn,Luke McCabe,Central District (SANFL)
1993,1,16,West Coast,Fraser Gehrig,Murray Bushrangers
1993,1,17,Hawthorn,Angelo Lekkas,Northern Knights
1993,1,18,Carlton,Simon Beaumont,Centrals Dragons
1993,1,19,Essendon,Robert Stevenson,Western U18
1993,1,20,Sydney,Wade Chapman,Geelong Falcons
1993,1,21,Brisbane Bears,Shane Hodges,North Adelaide
1993,1,22,Sydney,Dion Myles,Baulkham Hills
1993,1,23,Hawthorn,Shannon Gibson,Northern Knights
1993,1,24,Brisbane Bears,Cameron Bennett,North Adelaide
1993,1,25,St Kilda,Clinton Shaw,Southern U18
1993,1,26,Richmond,Stephen Jurica,South Fremantle
1993,1,27,Melbourne,Brad Hall,Assumption
1993,1,28,Sydney,Daryl Griffin,Western (U18)
1993,1,29,Essendon,Scott Mollard,Centrals Dragons
1993,1,30,Geelong,Paul Lewis,Murray Bushrangers
1993,1,31,North Melbourne,Mark Stevens,Gippsland Power
1993,1,32,Hawthorn,Paul Barnard,East Perth
1993,1,33,West Coast,Ben Robbins,Gippsland Power
1993,1,34,Collingwood,Stephen Patterson,Norwood
1993,1,35,Collingwood,Aaron James,Western (U18)
1993,1,36,Essendon,Julian Kirzner,Centrals Dragons
1993,1,37,Sydney,Ashley Thompson,Nyah-Nyah West Utd
1993,1,38,Geelong,David Innella,Western U18
1993,1,39,Collingwood,Jason Wild,Collingulie
1993,1,40,St Kilda,Matthew Lappin,Chiltern
1993,1,41,Fitzroy,Kieran Sporn,Essendon
1993,1,42,Melbourne,Michael Prentice,Southern (U18)
1993,1,43,West Coast,Jason Heatley,Subiaco
1993,1,44,Adelaide,Eugene Warrior,Port Adelaide
1993,1,45,Brisbane Bears,Trent Bartlett,Deloraine (Tas)
1993,1,46,North Melbourne,David King,Port Melbourne
1993,1,47,Hawthorn,Chris Palmer,West Adelaide
1993,1,48,Carlton,Matt Hopkins,West Adelaide
1993,1,49,Sydney,Simon Garlick,Centrals Dragons
1993,1,50,Richmond,Mark Merenda,West Perth
1993,1,51,St Kilda,Kristian Pascoe,Northern (U18)
1993,1,52,Fitzroy,Matthew Dent,Sturt Football Club
1993,1,53,Collingwood,Justin Mallon,Northern Knights
1993,1,54,Footscray,Sedat Sir,Centrals Dragons
1993,1,55,Geelong,Grant Tanner,Norwood
1993,1,56,Hawthorn,Rayden Tallis,Eastern Ranges
1993,1,57,Sydney,Mark Hepburn,West Coast
1993,1,58,Fitzroy,Jeff Bruce,Corowa-Rutherglen
1993,1,59,Geelong,Craig Biddiscombe,Gippsland Power
1993,1,60,North Melbourne,Troy Polak,Perth
1993,1,61,Sydney,Shayne Smith,Southern (U18)
1993,1,62,Fitzroy,Graeme Wood,Mildura
1993,1,63,North Melbourne,Gareth John,Sydney
1993,1,64,Brisbane Bears,Shane Hamilton,Brisbane
1993,1,65,Fitzroy,Paul Mullarvey,Box Hill
1993,1,66,Collingwood,Andrew Schauble,Xavier(APS)
1994,1,1,Fremantle,Jeff White,Southern U18
1994,1,2,Sydney,Anthony Rocca,Northern U18
1994,1,3,Sydney,Shannon Grant,Western U18
1994,1,4,Essendon,Scott Lucas,Geelong U18
1994,1,5,St Kilda,Joel Smith,Murray 18
1994,1,6,Fitzroy,Robert McMahon,Gippsland U18
1994,1,7,St Kilda,Tony Brown,Geelong U18
1994,1,8,Hawthorn,Daniel Harford,Northern U18
1994,1,9,Collingwood,Ben Wilson,Norwood
1994,1,10,Essendon,Blake Caracella,Northern U18
1994,1,11,Richmond,Damien Ryan,Eastern U18
1994,1,12,West Coast,Shane Sikora,Murray U18
1994,1,13,St Kilda,Chris Hemley,Geelong U18
1994,1,14,Footscray,Michael Martin,Hobart
1994,1,15,Carlton,Scott Camporeale,WWT Eagles
1994,1,16,Melbourne,Adem Yze,Murray U18
1994,1,17,Geelong,Carl Steinfort,Centrals Dragons
1994,1,18,Geelong,Robert Di Rosa,Western U18
1994,1,19,Fitzroy,Ben Holland,North Adelaide
1994,1,20,Sydney,Stuart Mangin,Northern U18
1994,1,21,Sydney,Matthew Nicks,West Adelaide
1994,1,22,Fremantle,Winston Abraham,Perth
1994,1,23,Fitzroy,John Rombotis,Centrals Dragons
1994,1,24,Fitzroy,Matthew Manfield,WWT Eagles
1994,1,25,St Kilda,Steven Sziller,WWT Eagles
1994,1,26,St Kilda,Tim Elliott,Gippsland U18
1994,1,27,Adelaide,Toby Kennett,Sturt
1994,1,28,Essendon,Shawn Lewfatt,Western U18
1994,1,29,Richmond,Jason Torney,South Adelaide
1994,1,30,Collingwood,Chad Liddell,Southern U18
1994,1,31,Adelaide,Allen Nash,Western U18
1994,1,32,Footscray,Simon Cox,Glenelg
1994,1,33,Carlton,Mark Cullen,Eastern U18
1994,1,34,Melbourne,Michael Polley,Northern U18
1994,1,35,Fitzroy,Marty Warry,Centrals Dragons
1994,1,36,Geelong,Matthew Robbins,Centrals Dragons
1994,1,37,West Coast,Ashley Blurton,West Perth
1994,1,38,Adelaide,Matthew Collins,Northern U18
1994,1,39,Essendon,Stephen Carter,Port Magpies
1994,1,40,Sydney,Michael O'Loughlin,Central District
1994,1,41,Carlton,Adam White,Eastern U18
1994,1,42,Fremantle,Douglas Headland,Perth
1994,1,43,St Kilda,Dean Matthews,Bulleen-Templestowe
1994,1,44,West Coast,Jeremy Dyer,Geelong U18
1994,1,45,Essendon,Gary Moorcroft,Northern U18
1994,1,46,Richmond,Justin Charles,Western Bulldogs
1994,1,47,Collingwood,Robert Ahmat,Darwin
1994,1,48,St Kilda,Austinn Jones,Southern U18
1994,1,49,Footscray,Shaun Baxter,Geelong U18
1994,1,50,Adelaide,Brett Higgins,Port Magpies
1994,1,51,Melbourne,Clay Sampson,South Adelaide
1994,1,52,Nth Melbourne,Danny Stevens,Northern U18
1994,1,53,Collingwood,Mark Orchard,Ballarat U18
1994,1,54,West Coast,Ian Downsborough,West Perth
1994,1,55,Nth Melbourne,Mark Belleville,Western U18
1994,1,56,Fremantle,Ryan Smith,West Perth
1994,1,57,Sydney,Emil Parthenides,Eastern U18
1994,1,58,Fitzroy,Peter Bird,Geelong U18
1994,1,59,Hawthorn,Nathan Saunders,Geelong U18
1994,1,60,Hawthorn,Brad Scott,Eastern U18
1994,1,61,Collingwood,Stephen Zavalas,Western U18
1994,1,62,Essendon,Justin Blumfield,Tuggeranong
1994,1,63,Richmond,Ross Funcke,Ballarat U18
1994,1,64,Collingwood,Robert Powell,Northern U18
1994,1,65,Hawthorn,Lee Fraser,Western U18
1994,1,66,Footscray,Scott Taylor,Geelong U18
1994,1,67,Carlton,Tony Bourke,Ballarat U18
1994,1,68,Melbourne,Luke Norman,Wangaratta
1994,1,69,Geelong,Dean Helmers,Western U18
1994,1,70,Geelong,Adam Benjamin,Assumption College
1994,1,71,West Coast,Jason Spinks,Sydney
1994,1,72,Fremantle,Daniel Wilcox,Northern U18
1994,1,73,Fremantle,Sam McFarlane,Subiaco
1994,1,74,Sydney,Troy Luff,Sydney
1994,1,75,Brisbane,Gerard Jess,Ballarat U18
1994,1,76,Melbourne,Todd McHardy,Western U18
1994,1,77,Hawthorn,Ben Dixon,Assumption College
1994,1,78,Footscray,Daryl Griffin,Sydney
1994,1,79,Carlton,Aaron Hamill,Tuggeranong
1994,1,80,Nth Melbourne,Ben Atkins,Glenorchy
1994,1,81,Geelong,Tim Allen,Hawthorn
1994,1,82,Fremantle,Pass,1994 NAT
1994,1,83,Fremantle,Pass,1994 NAT
1994,1,84,Fitzroy,Doug Hawkins,Footscray
1994,1,85,Brisbane,Michael Agnello,Southern U18
1994,1,86,Richmond,Shaun Gordon,Murray U18
1994,1,87,Sydney,Simon Arnott,Collegians
1994,1,88,Footscray,Nathon Irvin,Norwood
1994,1,89,Carlton,David Nicholson,Western U18
1994,1,90,Nth Melbourne,Matthew Joy,Southern U18
1994,1,91,Fremantle,Pass,
1994,1,92,Fremantle,Pass,
1994,1,93,Brisbane,Michael Murphy,Brisbane
1994,1,94,Hawthorn,Jade Rawlings,Devonport
1994,1,95,Nth Melbourne,Kym Eyers,Central District
1994,1,96,Fremantle,Pass,
1994,1,97,Fremantle,Pass,
1995,1,1,Fremantle,Clive Waterhouse,Port Adelaide
1995,1,2,Fitzroy,Matthew Primus,Norwood
1995,1,3,West Coast,Brendon Fewster,West Perth
1995,1,4,Fitzroy,Scott Bamford,North Adelaide
1995,1,5,Hawthorn,Brendan Krummel,Fremantle
1995,1,6,St Kilda,Daniel Healy,Central District
1995,1,7,Fremantle,Ben Edwards,Claremont
1995,1,8,Sydney,Jared Crouch,Norwood
1995,1,9,Footscray,Allen Jakovich,Melbourne
1995,1,10,Collingwood,Simon Prestigiacomo,Northern Knights
1995,1,11,Melbourne,Don Cockatoo-Collins,Port Adelaide
1995,1,12,Brisbane Bears,Andrew Gowling,South Adelaide
1995,1,13,Fremantle,Brad Rowe,Collingwood
1995,1,14,West Coast,Luke Trew,Murray Bushrangers
1995,1,15,Essendon,Darren Wheildon,West Adelaide
1995,1,16,Fitzroy,Shane Clayton,Northern Knights
1995,1,17,North Melbourne,Scott Welsh,West Adelaide
1995,1,18,Adelaide,Brent Williams,Prahran Dragons
1995,1,19,St Kilda,Barry Hall,Murray Bushrangers
1995,1,20,Fitzroy,Nick Carter,Bendigo Pioneers
1995,1,21,Sydney,Clinton King,Eastern Ranges
1995,1,22,St Kilda,Joe McLaren,Geelong Falcons
1995,1,23,Fremantle,Jay Burton,Fremantle
1995,1,24,Sydney,Paul Licuria,Northern Knights
1995,1,25,Hawthorn,Daniel Chick,East Fremantle
1995,1,26,North Melbourne,Chris Groom,Fremantle
1995,1,27,Adelaide,Kane Johnson,Eastern Ranges
1995,1,28,Brisbane Bears,Nick Trask,Eastern Ranges
1995,1,29,Footscray,Todd Curley,West Perth
1995,1,30,West Coast,Craig Smoker,West Perth
1995,1,31,Essendon,Andrew Ukovic,Northern Knights
1995,1,32,Fitzroy,Nigel Credlin,Geelong Falcons
1995,1,33,North Melbourne,Sam McFarlane,Subiaco
1995,1,34,Geelong,Jason Snell,Eastern Ranges
1995,1,35,Richmond,Brad Smith,Claremont
1995,1,36,St Kilda,Andrew Lamb,Murray Bushrangers
1995,1,37,Hawthorn,Scott Grainger,Northern Knights
1995,1,38,St Kilda,Jason Cripps,Central Dragons
1995,1,39,Geelong,Glenn Kilpatrick,West Adelaide
1995,1,40,Collingwood,Luke Godden,Northern Knights
1995,1,41,St Kilda,Ryan Grinter,Geelong Falcons
1995,1,42,Brisbane Bears,Troy Johnson,South Fremantle
1995,1,43,Footscray,Mark West,South Adelaide
1995,1,44,West Coast,Jonson Clifton,Swan Districts
1995,1,45,Adelaide,Scott Hodges,Port Adelaide
1995,1,46,Richmond,Ben Moore,Glenelg
1995,1,47,North Melbourne,Brent Harvey,Northern Knights
1995,1,48,Geelong,Darren Milburn,Calder Cannons
1995,1,49,Geelong,Ronnie Burns,St Mary's
1995,1,50,Fitzroy,Brad Cassidy,Fremantle
1995,1,51,Hawthorn,Kane Fraser,Eastern Ranges
1995,1,52,Footscray,Tony Campbell,Footscray
1995,1,53,Adelaide,Adam Ugrinic,Woodville-West Torrens Eagles
1995,1,54,Hawthorn,Adam Ansell,West Adelaide
1995,1,55,Melbourne,Mark Bradly,East Fremantle
1995,1,56,Brisbane Bears,Daniel Bradshaw,"Wodonga , ( VCFL )"
1995,1,57,West Coast,Paul Whitelaw,West Perth
1995,1,58,Essendon,Peter Berbakov,Glenelg
1995,1,59,Richmond,Ewan Thompson,Northern Knights
1995,1,60,Melbourne,Darren O'Brien,West Perth
1995,1,61,Geelong,Daniel Lowther,Northern Knights
1995,1,62,Carlton,Adrian Burdon,Tassie Mariners
1995,1,63,Carlton,Jacob Anstey,"Tuggeranong , (ACT)"
1995,1,64,Collingwood,Matthew Carr,East Fremantle
1995,1,65,North Melbourne,Eric Lissenden,"Warragul Industrials, (VCFL)"
1995,1,66,West Coast,Neil Marshall,Claremont
1995,1,67,Richmond,Michael Raidis,Glenelg
1995,1,68,Geelong,Brady Anderson,East Perth
1995,1,69,Carlton,Daniel Marshall,Dandenong Stingrays
1995,1,70,Adelaide,Ashley Fernee,Calder Cannons
1995,1,71,Collingwood,Jason Bevan,South Adelaide
1995,1,72,Melbourne,Ashley Gehling,Dandenong Stingrays
1995,1,73,Geelong,Stuart Lamond,Woodville-West Torrens
1995,1,74,Collingwood,Mark Bradley,Gippsland Power
1995,1,75,Geelong,Clint Bizzell,"Kedron Grange , AFLQ"
1995,1,76,Collingwood,Ben Kemp,Norwood
1995,1,77,Collingwood,Steven Pitt,Norwood
1996,1,1,West Coast,Michael Gardiner,Claremont ( WAFL )
1996,1,2,Essendon,Chris Heffernan,Geelong (U18)
1996,1,3,Brisbane Lions,Rory Hilton,Murray (U18)
1996,1,4,Sydney,Mark Kinnear,Calder (U18)
1996,1,5,Essendon,Daniel McAlister,Tasmania (U18)
1996,1,6,Port Adelaide,John Rombotis,Fitzroy
1996,1,7,Port Adelaide,Bowen Lockwood,Geelong (U18)
1996,1,8,Geelong,Leigh Brockman,Tasmania (U18)
1996,1,9,Port Adelaide,Mark Harwood,Tasmania (U18)
1996,1,10,Western Bulldogs,Nathan Brown,Bendigo (U18)
1996,1,11,Melbourne,Brent Grgic,Geelong (U18)
1996,1,12,Fremantle,Heath Black,Oakleigh Chargers
1996,1,13,Adelaide,Tom Gilligan,Southern (U18)
1996,1,14,Sydney,Brett O'Farrell,Prahran Dragons
1996,1,15,St Kilda,Max Hudghton,West Brisbane ( AFLQ )
1996,1,16,Richmond,Pat Steinfort,Oakleigh Chargers
1996,1,17,Sydney,Rowan Warfe,Fitzroy (U18)
1996,1,18,Geelong,Gerrard Bennett,Tasmania (U18)
1996,1,19,Collingwood,Brent Tuckey,Ballarat (U18)
1996,1,20,Western Bulldogs,Matthew Dent,Fitzroy
1996,1,21,Essendon,Tim Williams,East Perth (WAFL)
1996,1,22,Melbourne,Alistair Nicholson,Claremont
1996,1,23,North Melbourne,Evan Hewitt,Subiaco (WAFL)
1996,1,24,West Coast,Josh Wooden,NSW-ACT (U18)
1996,1,25,Essendon,Andrew Bomford,Sydney
1996,1,26,Brisbane Lions,Tim Notting,Ballarat (U18)
1996,1,27,Sydney,Troy Cook,Perth (WAFL)
1996,1,28,Essendon,Jason Johnson,Calder (U18)
1996,1,29,Hawthorn,Nathan Turvey,South Fremantle (WAFL)
1996,1,30,Melbourne,Hayden Lamaro,Murray (U18)
1996,1,31,Fremantle,Jess Sinclair,Eastern (U18)
1996,1,32,Western Bulldogs,Jim Plunkett,Northern (U18)
1996,1,33,Sydney,Will Sangster,Prahran Dragons
1996,1,34,Sydney,Shannon Corcoran,Brisbane
1996,1,35,Richmond,Mark Chaffey,Caulfield Grammar
1996,1,36,Hawthorn,Jonathan Hay,East Fremantle (WAFL)
1996,1,37,Port Adelaide,Adam Kingsley,Essendon
1996,1,38,Carlton,Sam Smart,Norwood ( SANFL )
1996,1,39,West Coast,Nick Stone,Claremont (WAFL)
1996,1,40,Essendon,Forfeited due to violation of salary cap regulations,-
1996,1,41,Richmond,Matthew Manfield,Fitzroy
1996,1,42,North Melbourne,Martin Pike,Fitzroy
1996,1,43,Geelong,Paul Corrigan,Melbourne
1996,1,44,Western Bulldogs,Jacob Rhodes,Geelong (U18)
1996,1,45,Melbourne,Clayton Gardiner,Claremont (WAFL)
1996,1,46,Fremantle,Matthew Clucas,East Fremantle (WAFL)
1996,1,47,Western Bulldogs,Brett Montgomery,Footscray
1996,1,48,Collingwood,Marty Warry,Fitzroy
1996,1,49,St Kilda,Jason Heatley,West Coast
1996,1,50,North Melbourne,Luke McCormick,NSW-ACT (U18)
1996,1,51,Hawthorn,Robert McMahon,Fitzroy
1996,1,52,Carlton,Damien Lock,Bendigo (U18)
1996,1,53,West Coast,Michael Braun,Bendigo (U18)
1996,1,54,Essendon,Mathew Watson,Essendon
1996,1,55,Richmond,Steven McKee,Myrtelford (VCFL)
1996,1,56,North Melbourne,Cameron Mooney,NSW-ACT (U18)
1996,1,57,West Coast,Trent Cummings,Fitzroy
1996,1,58,Western Bulldogs,Paul Dooley,Williamstown (VFL)
1996,1,59,Melbourne,Anthony McDonald,Melbourne
1996,1,60,Adelaide,Andrew Eccles,Northern (U18)
1996,1,61,Western Bulldogs,Stephen Powell,Melbourne
1996,1,62,St Kilda,Andrew Thompson,St Kilda
1996,1,63,Richmond,Jason Baldwin,Fitzroy
1996,1,64,Hawthorn,Darren Collins,Port Adelaide
1996,1,65,Collingwood,Brad Cassidy,Fitzroy
1996,1,66,Essendon,Paul Hills,Essendon
1996,1,67,North Melbourne,Byron Pickett,Port Adelaide
1996,1,68,Melbourne,Russell Robertson,Tasmania (U18)
1996,1,69,Adelaide,Chad Rintoul,East Fremantle
1996,1,70,North Melbourne,Adam Hay,East Perth
1996,1,71,St Kilda,Brett Knowles,Gippsland (U18)
1996,1,72,Richmond,Brent Frewen,Fitzroy
1996,1,73,Hawthorn,Brett Howman,NSW-ACT (U18)
1996,1,74,Carlton,Chris Jackson,NSW-ACT (U18)
1996,1,75,Melbourne,Mark Winterton,Southern (U18)
1996,1,76,Adelaide,Greg Dempsey,West Adelaide
1996,1,77,Collingwood,Marcus Barham,Calder (U18)
1996,1,78,St Kilda,Lucas Fleming,Northern (U18)
1996,1,79,Richmond,Daniel Donati,Old Xavs (VAFA)
1996,1,80,Hawthorn,Chris Holcombe,Southern (U18)
1996,1,81,Carlton,Anthony Franchina,Carlton
1996,1,82,Melbourne,Duncan O'Toole,Devonport
1996,1,83,Melbourne,Ashley Gehling,Melbourne
1996,1,84,Collingwood,Josh Mahoney,Williamstown (VFL)
1996,1,85,Hawthorn,Brad Scott,Hawthorn
1996,1,86,Adelaide,Ben Parker,Murray (U18)
1996,1,87,Collingwood,Brad Fuller,NSW-ACT (U18)
1996,1,88,Hawthorn,Phil Smith,West Perth
1996,1,89,Collingwood,Dwayne Griffin,Swan Districts
1996,1,90,Collingwood,Leigh Singline,Sth Launceston
1997,1,1,Melbourne,Travis Johnstone,Dandenong Stingrays
1997,1,2,Richmond,Brad Ottens,Glenelg
1997,1,3,Hawthorn,Trent Croad,Dandenong Stingrays
1997,1,4,Essendon,Mark Bolton,Eastern Ranges
1997,1,5,Brisbane Lions,Luke Power,Oakleigh Chargers
1997,1,6,Fremantle,James Walker,North Ballarat Rebels
1997,1,7,Carlton,Kris Massie,Dandenong Stingrays
1997,1,8,Collingwood,Chris Tarrant,Bendigo Pioneers
1997,1,9,Port Adelaide,Chad Cornes,Glenelg
1997,1,10,Brisbane Lions,Shane O'Bree,North Ballarat Rebels
1997,1,11,Sydney Swans,Jason Saddington,Eastern Ranges
1997,1,12,West Coast Eagles,Jaxon Crabb,Claremont
1997,1,13,West Coast Eagles,Callum Chambers,Gippsland Power
1997,1,14,North Melbourne,Shannon Watt,North Ballarat Rebels
1997,1,15,Geelong,Joel McKay,Murray Bushrangers
1997,1,16,St Kilda,Ben Walton,Central District
1997,1,17,Adelaide,Lance Picioane,Western Jets
1997,1,18,Western Bulldogs,Mark Alvey,Bendigo Pioneers
1997,1,19,Hawthorn,Chris Obst,Western Jets
1997,1,20,Essendon,Dean Solomon,Bendigo Pioneers
1997,1,21,Fremantle,Clem Michael,South Fremantle
1997,1,22,Melbourne,Troy Longmuir,West Perth
1997,1,23,Carlton,Adam Chatfield,NSW/ACT Rams
1997,1,24,Collingwood,James Wasley,Norwood
1997,1,25,Port Adelaide,Nick Stevens,Preston Knights
1997,1,26,Fremantle,Brodie Holland,Tassie Mariners
1997,1,27,North Melbourne,Brad Stephens,Murray Bushrangers
1997,1,28,West Coast Eagles,Rowan Jones,Claremont
1997,1,29,Geelong,Marc Woolnough,Southport
1997,1,30,North Melbourne,Paul McMahon,Bendigo Pioneers
1997,1,31,Brisbane Lions,Simon Black,East Fremantle
1997,1,32,Fremantle,Troy Johnson,South Fremantle
1997,1,33,Adelaide,James Thiessen,Norwood
1997,1,34,West Coast Eagles,Andrew Williams,Dandenong Stingrays
1997,1,35,Hawthorn,Marcus Baldwin,Calder Cannons
1997,1,36,Essendon,Judd Lalich,East Perth
1997,1,37,West Coast Eagles,Todd Holmes,Subiaco
1997,1,38,Geelong,James Rahilly,Geelong Falcons
1997,1,39,Melbourne,Matthew Blake,Bendigo Pioneers
1997,1,40,Sydney Swans,Fred Campbell,Bendigo Pioneers
1997,1,41,Port Adelaide,Danny Morton,North Adelaide
1997,1,42,Hawthorn,Matthew Dennis,Old Brighton
1997,1,43,Sydney Swans,Adam Goodes,North Ballarat Rebels
1997,1,44,West Coast Eagles,David Antonowicz,Western Jets
1997,1,45,Geelong,Matthew Scarlett,Geelong Falcons
1997,1,46,North Melbourne,Joshua Robertson,Murray Bushrangers
1997,1,47,Western Bulldogs,Robert Stevenson,Essendon
1997,1,48,St Kilda,Ben Thompson,Glenelg
1997,1,49,Adelaide,Ian Perrie,East Perth
1997,1,50,Melbourne,Luke Ottens,Glenelg
1997,1,51,Brisbane Lions,Scott Ralph,Morningside
1997,1,52,Essendon,Jordan Doering,Bendigo Pioneers
1997,1,53,Richmond,Lionel Proctor,Preston Knights
1997,1,54,Geelong,Justin Wood,Tassie Mariners
1997,1,55,Carlton,Craig Black,Dandenong Stingrays
1997,1,56,Collingwood,Ben Kinnear,Central District
1997,1,57,Port Adelaide,Darren Fraser,Essendon
1997,1,58,Brisbane Lions,Marcus Picken,North Ballarat Rebels
1997,1,59,Sydney Swans,Brett Rose,Eastern Ranges
1997,1,60,West Coast Eagles,Phillip Read,East Fremantle
1997,1,61,Geelong,Tim Finocchiaro,Eastern Ranges
1997,1,62,North Melbourne,Dion Miles,North Melbourne
1997,1,63,Western Bulldogs,Anthony Aloi,Western Jets
1997,1,64,St Kilda,Sam Cranage,North Ballarat Rebels
1997,1,65,Adelaide,Linden Stevens,Sturt
1997,1,66,Melbourne,Nathan Brown,West Adelaide
1997,1,67,Hawthorn,Brad Lloyd,Hawthorn
1997,1,68,Essendon,Simon Eastaugh,Norwood
1997,1,69,Richmond,Paul Greenham,Port Melbourne
1997,1,70,Carlton,Trent Hoppner,Preston Knights
1997,1,71,Richmond,Andrew Kellaway,Richmond
1997,1,72,Port Adelaide,Pass,
1997,1,73,Brisbane Lions,Beau McDonald,Swan Districts
1997,1,74,Western Bulldogs,Paul Digiovine,Oakleigh Chargers
1997,1,75,St Kilda,Brent Cowell,Gippsland Power
1997,1,76,Adelaide,Pass,
1997,1,77,Melbourne,Guy Rigoni,Myrtleford
1997,1,78,Hawthorn,Richie Vandenberg,University Blues
1997,1,79,Richmond,Pass,
1997,1,80,Carlton,John Hynes,Prahran Dragons
1997,1,81,Collingwood,Troy Kirwen,Preston Knights
1997,1,82,Hawthorn,Nathan Thompson,Bendigo Pioneers
1997,1,83,Carlton,Ben Thompson,Northern Eagles
1997,1,84,Collingwood,Frankie Raso,Preston Knights
1997,1,85,Hawthorn,Hayden Burgiel,Gippsland Power
1997,1,86,Collingwood,Scott Whiston,Central District
1998,1,1,Brisbane Lions,Des Headland,Subiaco Football Club
1998,1,2,Fremantle,Justin Longmuir,West Perth Football Club
1998,1,3,Sydney Swans,Nic Fosdike,Norwood Football Club
1998,1,4,Sydney Swans,Ryan Fitzgerald,South Adelaide Football Club
1998,1,5,Port Adelaide,Michael Stevens,Murray Bushrangers
1998,1,6,Carlton,Murray Vance,Murray Bushrangers
1998,1,7,Port Adelaide,Josh Carr,East Fremantle Football Club
1998,1,8,Sydney Swans,Jude Bolton,Calder Cannons
1998,1,9,Essendon,Mark McVeigh,NSW/ACT Rams
1998,1,10,West Coast Eagles,Brandon Hill,Peel Thunder Football Club
1998,1,11,St Kilda,Lenny Hayes,NSW/ACT Rams
1998,1,12,Essendon,Adam Ramanauskas,Dandenong Stingrays
1998,1,13,Melbourne,Chris Lamb,Murray Bushrangers
1998,1,14,Western Bulldogs,Luke Penny,Oakleigh Chargers
1998,1,15,North Melbourne,Brady Rawlings,Tassie Mariners
1998,1,16,Adelaide,Brett Burton,Woodville-West Torrens Eagles
1998,2,17,Geelong,Peter Street,Tassie Mariners
1998,2,18,Fremantle,Daniel Schell,Central District Football Club
